AT1G74710_13	Chr1	100.00	120	0	0	1	120	28068454	28068573	1e-57	  222
AT2G26400_9	Chr2	100.00	120	0	0	1	120	11233826	11233707	1e-57	  222
AT3G52430_51	Chr3	100.00	120	0	0	1	120	19435214	19435333	1e-57	  222
AT4G12720_5	Chr4	100.00	120	0	0	1	120	7487214	7487333	1e-57	  222
AT2G30770_43	Chr2	100.00	120	0	0	1	120	13112147	13112028	1e-57	  222
AT3G27850_3	Chr3	100.00	120	0	0	1	120	10324157	10324276	1e-57	  222
AT3G27850_3	Chr1	94.02	117	7	0	1	117	16471859	16471743	2e-44	  178
AT5G09810_28	Chr5	100.00	120	0	0	1	120	3050299	3050418	1e-57	  222
AT2G26400_27	Chr2	100.00	120	0	0	1	120	11231972	11231853	1e-57	  222
AT5G44420_8	Chr5	100.00	120	0	0	1	120	17908223	17908104	1e-57	  222
AT3G57950_46	Chr3	100.00	120	0	0	1	120	21460597	21460716	1e-57	  222
AT5G39670_26	Chr5	100.00	120	0	0	1	120	15883599	15883718	1e-57	  222
AT4G28420_41	Chr4	100.00	120	0	0	1	120	14054922	14055041	1e-57	  222
AT2G19190_39	Chr2	100.00	120	0	0	1	120	8329285	8329166	1e-57	  222
AT1G35210_36	Chr1	100.00	120	0	0	1	120	12898279	12898160	1e-57	  222
AT1G35210_4	Chr1	100.00	120	0	0	1	120	12901575	12901456	1e-57	  222
AT1G35210_4	Chr4	92.31	117	7	2	1	116	17044578	17044693	2e-40	  165
AT1G43910_23	Chr1	100.00	120	0	0	1	120	16657723	16657604	1e-57	  222
AT4G11370_70	Chr4	100.00	120	0	0	1	120	6913867	6913986	1e-57	  222
AT5G42380_1	Chr5	100.00	120	0	0	1	120	16945250	16945131	1e-57	  222
AT1G07920_5	Chr1	100.00	120	0	0	1	120	2454799	2454918	1e-57	  222
AT4G05320_14	Chr4	100.00	120	0	0	1	120	2717352	2717471	1e-57	  222
AT4G05320_26	Chr4	100.00	120	0	0	1	120	2718588	2718707	1e-57	  222
AT4G05320_26	Chr4	95.83	120	5	0	1	120	1279635	1279516	2e-49	  195
AT4G05320_26	Chr4	94.92	118	6	0	1	118	2588931	2588814	1e-46	  185
AT3G13100_24	Chr3	100.00	120	0	0	1	120	4212247	4212128	1e-57	  222
AT1G68200_2	Chr1	100.00	120	0	0	1	120	25561316	25561435	1e-57	  222
AT3G52430_4	Chr3	100.00	120	0	0	1	120	19430373	19430492	1e-57	  222
AT2G45760_28	Chr2	100.00	120	0	0	1	120	18848434	18848315	1e-57	  222
AT1G32640_11	Chr1	100.00	120	0	0	1	120	11804383	11804264	1e-57	  222
AT1G65483_24	Chr1	100.00	120	0	0	1	120	24344109	24344228	1e-57	  222
AT2G45760_7	Chr2	100.00	120	0	0	1	120	18850597	18850478	1e-57	  222
AT4G05320_1	Chr4	100.00	120	0	0	1	120	2716013	2716132	1e-57	  222
AT2G04430_14	Chr2	100.00	120	0	0	1	120	1538844	1538963	1e-57	  222
AT2G26400_7	Chr2	100.00	120	0	0	1	120	11234032	11233913	1e-57	  222
AT4G11370_32	Chr4	100.00	120	0	0	1	120	6909953	6910072	1e-57	  222
AT3G27850_21	Chr3	100.00	120	0	0	1	120	10326008	10326127	1e-57	  222
AT2G14610_53	Chr2	100.00	120	0	0	1	120	6239424	6239305	1e-57	  222
AT1G74710_38	Chr1	100.00	120	0	0	1	120	28071029	28071148	1e-57	  222
AT5G09810_69	Chr5	100.00	120	0	0	1	120	3054522	3054641	1e-57	  222
AT1G68200_1	Chr1	100.00	120	0	0	1	120	25561213	25561332	1e-57	  222
AT3G26830_11	Chr3	100.00	120	0	0	1	120	9886098	9886217	1e-57	  222
AT1G19250_3	Chr1	100.00	120	0	0	1	120	6657053	6656934	1e-57	  222
AT3G13433_23	Chr3	100.00	120	0	0	1	120	4374254	4374373	1e-57	  222
AT4G39030_12	Chr4	100.00	120	0	0	1	120	18185474	18185593	1e-57	  222
AT2G24850_8	Chr2	100.00	120	0	0	1	120	10586053	10585934	1e-57	  222
AT5G42380_27	Chr5	100.00	120	0	0	1	120	16942572	16942453	1e-57	  222
AT4G12720_25	Chr4	100.00	120	0	0	1	120	7489274	7489393	1e-57	  222
AT5G44420_10	Chr5	100.00	120	0	0	1	120	17908017	17907898	1e-57	  222
AT4G18960_9	Chr4	100.00	120	0	0	1	120	10380241	10380360	1e-57	  222
AT1G65483_36	Chr1	100.00	120	0	0	1	120	24345345	24345464	1e-57	  222
AT5G26690_2	Chr5	100.00	120	0	0	1	120	9309729	9309848	1e-57	  222
AT4G28420_23	Chr4	100.00	120	0	0	1	120	14053068	14053187	1e-57	  222
AT4G11370_5	Chr4	100.00	120	0	0	1	120	6907172	6907291	1e-57	  222
AT2G30770_1	Chr2	100.00	120	0	0	1	120	13116473	13116354	1e-57	  222
AT1G73805_47	Chr1	100.00	120	0	0	1	120	27747661	27747542	1e-57	  222
AT1G19250_25	Chr1	100.00	120	0	0	1	120	6654787	6654668	1e-57	  222
AT1G01680_29	Chr1	100.00	120	0	0	1	120	246256	246137	1e-57	  222
AT1G53620_24	Chr1	100.00	120	0	0	1	120	20012040	20011921	1e-57	  222
AT3G57950_3	Chr3	100.00	120	0	0	1	120	21456168	21456287	1e-57	  222
AT1G74710_20	Chr1	100.00	120	0	0	1	120	28069175	28069294	1e-57	  222
AT3G45140_16	Chr3	100.00	120	0	0	1	120	16522532	16522651	1e-57	  222
AT4G21840_33	Chr4	100.00	120	0	0	1	120	11587819	11587700	1e-57	  222
AT4G21840_33	Chr4	92.86	84	3	2	1	83	11584889	11584808	1e-26	  119
AT1G73805_49	Chr1	100.00	120	0	0	1	120	27747455	27747336	1e-57	  222
AT3G57950_16	Chr3	100.00	120	0	0	1	120	21457507	21457626	1e-57	  222
AT3G26830_7	Chr3	100.00	120	0	0	1	120	9885686	9885805	1e-57	  222
AT3G13610_14	Chr3	100.00	120	0	0	1	120	4448723	4448842	1e-57	  222
AT4G18960_37	Chr4	100.00	120	0	0	1	120	10383125	10383244	1e-57	  222
AT1G19250_2	Chr1	100.00	120	0	0	1	120	6657156	6657037	1e-57	  222
AT4G18960_49	Chr4	100.00	120	0	0	1	120	10384361	10384480	1e-57	  222
AT4G01250_18	Chr4	100.00	120	0	0	1	120	525839	525720	1e-57	  222
AT4G28420_2	Chr4	100.00	120	0	0	1	120	14050905	14051024	1e-57	  222
AT5G39670_22	Chr5	100.00	120	0	0	1	120	15883187	15883306	1e-57	  222
AT1G73805_34	Chr1	100.00	120	0	0	1	120	27749000	27748881	1e-57	  222
AT4G21840_16	Chr4	100.00	120	0	0	1	120	11589570	11589451	1e-57	  222
AT4G01250_26	Chr4	100.00	120	0	0	1	120	525015	524896	1e-57	  222
AT4G12720_41	Chr4	100.00	120	0	0	1	120	7490922	7491041	1e-57	  222
AT2G45760_6	Chr2	100.00	120	0	0	1	120	18850700	18850581	1e-57	  222
AT4G28420_7	Chr4	100.00	120	0	0	1	120	14051420	14051539	1e-57	  222
AT1G53625_5	Chr1	100.00	120	0	0	1	120	20015808	20015689	1e-57	  222
AT4G05320_19	Chr4	100.00	120	0	0	1	120	2717867	2717986	1e-57	  222
AT2G45760_10	Chr2	100.00	120	0	0	1	120	18850288	18850169	1e-57	  222
AT3G45140_83	Chr3	100.00	120	0	0	1	120	16529433	16529552	1e-57	  222
AT1G43910_38	Chr1	100.00	120	0	0	1	120	16656178	16656059	1e-57	  222
AT5G26690_8	Chr5	100.00	120	0	0	1	120	9310347	9310466	1e-57	  222
AT3G57950_34	Chr3	100.00	120	0	0	1	120	21459361	21459480	1e-57	  222
AT1G35210_74	Chr1	100.00	120	0	0	1	120	12894365	12894246	1e-57	  222
AT2G26400_28	Chr2	100.00	120	0	0	1	120	11231869	11231750	1e-57	  222
AT2G24850_26	Chr2	100.00	120	0	0	1	120	10584199	10584080	1e-57	  222
AT2G30770_16	Chr2	100.00	120	0	0	1	120	13114928	13114809	1e-57	  222
AT5G26690_3	Chr5	100.00	120	0	0	1	120	9309832	9309951	1e-57	  222
AT1G35210_7	Chr1	100.00	120	0	0	1	120	12901266	12901147	1e-57	  222
AT2G14610_19	Chr2	100.00	120	0	0	1	120	6242926	6242807	1e-57	  222
AT1G65483_22	Chr1	100.00	120	0	0	1	120	24343903	24344022	1e-57	  222
AT4G11370_8	Chr4	100.00	120	0	0	1	120	6907481	6907600	1e-57	  222
AT1G53625_15	Chr1	100.00	120	0	0	1	120	20014778	20014659	1e-57	  222
AT2G30770_52	Chr2	100.00	120	0	0	1	120	13111220	13111101	1e-57	  222
AT2G30770_52	Chr2	93.22	118	6	2	1	117	13100630	13100514	1e-42	  172
AT2G30770_52	Chr1	88.70	115	11	2	4	117	3908566	3908453	1e-32	  139
AT4G18960_46	Chr4	100.00	120	0	0	1	120	10384052	10384171	1e-57	  222
AT4G18960_46	Chr5	90.16	61	6	0	1	61	4450715	4450655	7e-15	80.5
AT1G53620_47	Chr1	100.00	120	0	0	1	120	20009671	20009552	1e-57	  222
AT3G45140_38	Chr3	100.00	120	0	0	1	120	16524798	16524917	1e-57	  222
AT2G19190_25	Chr2	100.00	120	0	0	1	120	8330727	8330608	1e-57	  222
AT3G13433_9	Chr3	100.00	120	0	0	1	120	4372812	4372931	1e-57	  222
AT1G19250_19	Chr1	100.00	120	0	0	1	120	6655405	6655286	1e-57	  222
AT1G53620_39	Chr1	100.00	120	0	0	1	120	20010495	20010376	1e-57	  222
AT3G26830_2	Chr3	100.00	120	0	0	1	120	9885171	9885290	1e-57	  222
AT2G26400_5	Chr2	100.00	120	0	0	1	120	11234238	11234119	1e-57	  222
AT1G35210_45	Chr1	100.00	120	0	0	1	120	12897352	12897233	1e-57	  222
AT3G13100_19	Chr3	100.00	120	0	0	1	120	4212762	4212643	1e-57	  222
AT2G14610_2	Chr2	100.00	120	0	0	1	120	6244677	6244558	1e-57	  222
AT5G55450_13	Chr5	100.00	120	0	0	1	120	22468446	22468565	1e-57	  222
AT1G53625_11	Chr1	100.00	120	0	0	1	120	20015190	20015071	1e-57	  222
AT4G05320_15	Chr4	100.00	120	0	0	1	120	2717455	2717574	1e-57	  222
AT5G13320_27	Chr5	100.00	120	0	0	1	120	4268016	4268135	1e-57	  222
AT1G53620_29	Chr1	100.00	120	0	0	1	120	20011525	20011406	1e-57	  222
AT4G11370_11	Chr4	100.00	120	0	0	1	120	6907790	6907909	1e-57	  222
AT4G11370_11	Chr4	91.35	104	9	0	15	118	6906090	6906193	8e-34	  143
AT4G21840_41	Chr4	100.00	120	0	0	1	120	11586995	11586876	1e-57	  222
AT5G13320_1	Chr5	100.00	120	0	0	1	120	4265338	4265457	1e-57	  222
AT2G45760_49	Chr2	100.00	120	0	0	1	120	18846271	18846152	1e-57	  222
AT1G59860_16	Chr1	100.00	120	0	0	1	120	22031753	22031872	1e-57	  222
AT5G44420_23	Chr5	100.00	120	0	0	1	120	17906678	17906559	1e-57	  222
AT2G19190_18	Chr2	100.00	120	0	0	1	120	8331448	8331329	1e-57	  222
AT5G55450_9	Chr5	100.00	120	0	0	1	120	22468034	22468153	1e-57	  222
AT1G65483_41	Chr1	100.00	120	0	0	1	120	24345860	24345979	1e-57	  222
AT3G13100_11	Chr3	100.00	120	0	0	1	120	4213586	4213467	1e-57	  222
AT4G12720_7	Chr4	100.00	120	0	0	1	120	7487420	7487539	1e-57	  222
AT3G13433_11	Chr3	100.00	120	0	0	1	120	4373018	4373137	1e-57	  222
AT5G42380_23	Chr5	100.00	120	0	0	1	120	16942984	16942865	1e-57	  222
AT2G26400_13	Chr2	100.00	120	0	0	1	120	11233414	11233295	1e-57	  222
AT5G64810_24	Chr5	100.00	120	0	0	1	120	25908773	25908892	1e-57	  222
AT5G39670_10	Chr5	100.00	120	0	0	1	120	15881951	15882070	1e-57	  222
AT1G07920_38	Chr1	100.00	120	0	0	1	120	2458124	2458243	1e-57	  222
AT4G21840_25	Chr4	100.00	120	0	0	1	120	11588643	11588524	1e-57	  222
AT2G19190_4	Chr2	100.00	120	0	0	1	120	8332890	8332771	1e-57	  222
AT2G19190_67	Chr2	100.00	120	0	0	1	120	8326401	8326282	1e-57	  222
AT4G11370_1	Chr4	100.00	120	0	0	1	120	6906760	6906879	1e-57	  222
AT2G14610_30	Chr2	100.00	120	0	0	1	120	6241793	6241674	1e-57	  222
AT3G13100_13	Chr3	100.00	120	0	0	1	120	4213380	4213261	1e-57	  222
AT3G13100_13	Chr3	88.03	117	14	0	4	120	4207444	4207328	1e-32	  139
AT4G18960_74	Chr4	100.00	120	0	0	1	120	10386936	10387055	1e-57	  222
AT1G65483_35	Chr1	100.00	120	0	0	1	120	24345242	24345361	1e-57	  222
AT4G39030_11	Chr4	100.00	120	0	0	1	120	18185371	18185490	1e-57	  222
AT1G35210_6	Chr1	100.00	120	0	0	1	120	12901369	12901250	1e-57	  222
AT1G65483_44	Chr1	100.00	120	0	0	1	120	24346169	24346288	1e-57	  222
AT1G19250_18	Chr1	100.00	120	0	0	1	120	6655508	6655389	1e-57	  222
AT4G01250_6	Chr4	100.00	120	0	0	1	120	527075	526956	1e-57	  222
AT5G13320_35	Chr5	100.00	120	0	0	1	120	4268840	4268959	1e-57	  222
AT4G18960_32	Chr4	100.00	120	0	0	1	120	10382610	10382729	1e-57	  222
AT2G45760_34	Chr2	100.00	120	0	0	1	120	18847816	18847697	1e-57	  222
AT5G09810_9	Chr5	100.00	120	0	0	1	120	3048342	3048461	1e-57	  222
AT5G03840_28	Chr5	100.00	120	0	0	1	120	1025558	1025439	1e-57	  222
AT1G35210_9	Chr1	100.00	120	0	0	1	120	12901060	12900941	1e-57	  222
AT5G42380_33	Chr5	100.00	120	0	0	1	120	16941954	16941835	1e-57	  222
AT4G39030_10	Chr4	100.00	120	0	0	1	120	18185268	18185387	1e-57	  222
AT4G39030_22	Chr4	100.00	120	0	0	1	120	18186504	18186623	1e-57	  222
AT4G18960_36	Chr4	100.00	120	0	0	1	120	10383022	10383141	1e-57	  222
AT2G19190_10	Chr2	100.00	120	0	0	1	120	8332272	8332153	1e-57	  222
AT1G32640_32	Chr1	100.00	120	0	0	1	120	11802220	11802101	1e-57	  222
AT5G13320_29	Chr5	100.00	120	0	0	1	120	4268222	4268341	1e-57	  222
AT2G04430_12	Chr2	100.00	120	0	0	1	120	1538638	1538757	1e-57	  222
AT1G53625_21	Chr1	100.00	120	0	0	1	120	20014160	20014041	1e-57	  222
AT3G13610_7	Chr3	100.00	120	0	0	1	120	4448002	4448121	1e-57	  222
AT4G18960_92	Chr4	100.00	120	0	0	1	120	10388755	10388874	1e-57	  222
AT3G45140_24	Chr3	100.00	120	0	0	1	120	16523356	16523475	1e-57	  222
AT2G26400_41	Chr2	100.00	120	0	0	1	120	11230611	11230492	1e-57	  222
AT3G45140_61	Chr3	100.00	120	0	0	1	120	16527167	16527286	1e-57	  222
AT2G30770_44	Chr2	100.00	120	0	0	1	120	13112044	13111925	1e-57	  222
AT2G30770_44	Chr1	87.18	117	5	5	4	112	3909350	3909236	3e-28	  124
AT1G19250_40	Chr1	100.00	120	0	0	1	120	6653242	6653123	1e-57	  222
AT3G45140_27	Chr3	100.00	120	0	0	1	120	16523665	16523784	1e-57	  222
AT5G03840_44	Chr5	100.00	120	0	0	1	120	1023910	1023791	1e-57	  222
AT2G45760_31	Chr2	100.00	120	0	0	1	120	18848125	18848006	1e-57	  222
AT3G45140_29	Chr3	100.00	120	0	0	1	120	16523871	16523990	1e-57	  222
AT2G30770_37	Chr2	100.00	120	0	0	1	120	13112765	13112646	1e-57	  222
AT5G42380_20	Chr5	100.00	120	0	0	1	120	16943293	16943174	1e-57	  222
AT1G35210_44	Chr1	100.00	120	0	0	1	120	12897455	12897336	1e-57	  222
AT3G57950_45	Chr3	100.00	120	0	0	1	120	21460494	21460613	1e-57	  222
AT2G45760_42	Chr2	100.00	120	0	0	1	120	18846992	18846873	1e-57	  222
AT5G09810_79	Chr5	100.00	120	0	0	1	120	3055552	3055671	1e-57	  222
AT3G57950_40	Chr3	100.00	120	0	0	1	120	21459979	21460098	1e-57	  222
AT4G18960_86	Chr4	100.00	120	0	0	1	120	10388172	10388291	1e-57	  222
AT5G03840_36	Chr5	100.00	120	0	0	1	120	1024734	1024615	1e-57	  222
AT1G53620_1	Chr1	100.00	120	0	0	1	120	20014409	20014290	1e-57	  222
AT5G55450_1	Chr5	100.00	120	0	0	1	120	22467210	22467329	1e-57	  222
AT4G21840_43	Chr4	100.00	120	0	0	1	120	11586789	11586670	1e-57	  222
AT1G73805_19	Chr1	100.00	120	0	0	1	120	27750545	27750426	1e-57	  222
AT1G19250_10	Chr1	100.00	120	0	0	1	120	6656332	6656213	1e-57	  222
AT2G26400_17	Chr2	100.00	120	0	0	1	120	11233002	11232883	1e-57	  222
AT2G26400_17	Chr4	93.40	106	7	0	15	120	8425836	8425731	3e-38	  158
AT2G26400_17	Chr4	92.45	106	8	0	15	120	8431351	8431246	1e-36	  152
AT1G77120_11	Chr1	100.00	120	0	0	1	120	28975634	28975753	1e-57	  222
AT2G19190_33	Chr2	100.00	120	0	0	1	120	8329903	8329784	1e-57	  222
AT1G07920_33	Chr1	100.00	120	0	0	1	120	2457683	2457802	1e-57	  222
AT1G53620_17	Chr1	100.00	120	0	0	1	120	20012761	20012642	1e-57	  222
AT2G30770_14	Chr2	100.00	120	0	0	1	120	13115134	13115015	1e-57	  222
AT2G24850_21	Chr2	100.00	120	0	0	1	120	10584714	10584595	1e-57	  222
AT1G74710_61	Chr1	100.00	120	0	0	1	120	28073398	28073517	1e-57	  222
AT3G13433_21	Chr3	100.00	120	0	0	1	120	4374048	4374167	1e-57	  222
AT2G45760_12	Chr2	100.00	120	0	0	1	120	18850082	18849963	1e-57	  222
AT2G26400_21	Chr2	100.00	120	0	0	1	120	11232590	11232471	1e-57	  222
AT2G26400_21	Chr4	91.78	73	6	0	48	120	8425356	8425284	1e-21	  102
AT1G07920_10	Chr1	100.00	120	0	0	1	120	2455314	2455433	1e-57	  222
AT1G07920_10	Chr1	94.02	117	6	1	4	120	2458792	2458907	8e-44	  176
AT1G07920_10	Chr1	91.89	111	8	1	4	114	2444449	2444558	4e-37	  154
AT1G65483_26	Chr1	100.00	120	0	0	1	120	24344315	24344434	1e-57	  222
AT3G10815_14	Chr3	100.00	120	0	0	1	120	3385860	3385741	1e-57	  222
AT5G03840_29	Chr5	100.00	120	0	0	1	120	1025455	1025336	1e-57	  222
AT4G11370_63	Chr4	100.00	120	0	0	1	120	6913146	6913265	1e-57	  222
AT5G03840_33	Chr5	100.00	120	0	0	1	120	1025043	1024924	1e-57	  222
AT1G35210_11	Chr1	100.00	120	0	0	1	120	12900854	12900735	1e-57	  222
AT5G13320_31	Chr5	100.00	120	0	0	1	120	4268428	4268547	1e-57	  222
AT3G52430_1	Chr3	100.00	120	0	0	1	120	19430064	19430183	1e-57	  222
AT5G09810_71	Chr5	100.00	120	0	0	1	120	3054728	3054847	1e-57	  222
AT1G73805_2	Chr1	100.00	120	0	0	1	120	27752296	27752177	1e-57	  222
AT3G26830_13	Chr3	100.00	120	0	0	1	120	9886304	9886423	1e-57	  222
AT1G19250_36	Chr1	100.00	120	0	0	1	120	6653654	6653535	1e-57	  222
AT1G74710_65	Chr1	100.00	120	0	0	1	120	28073810	28073929	1e-57	  222
AT1G19250_1	Chr1	100.00	120	0	0	1	120	6657259	6657140	1e-57	  222
AT1G19250_1	Chr3	98.00	100	2	0	3	102	11597402	11597303	3e-43	  174
AT1G19250_1	Chr3	97.00	100	3	0	3	102	11595464	11595365	1e-41	  169
AT1G19250_1	Chr3	96.97	99	3	0	3	101	11593525	11593427	5e-41	  167
AT1G19250_1	Chr5	96.97	99	3	0	3	101	19868374	19868276	5e-41	  167
AT1G19250_1	Chr4	95.92	98	4	0	4	101	6106754	6106851	8e-39	  159
AT4G28420_16	Chr4	100.00	120	0	0	1	120	14052347	14052466	1e-57	  222
AT5G03840_21	Chr5	100.00	120	0	0	1	120	1026279	1026160	1e-57	  222
AT1G19250_41	Chr1	100.00	120	0	0	1	120	6653139	6653020	1e-57	  222
AT5G13320_32	Chr5	100.00	120	0	0	1	120	4268531	4268650	1e-57	  222
AT3G57950_11	Chr3	100.00	120	0	0	1	120	21456992	21457111	1e-57	  222
AT2G14610_1	Chr2	100.00	120	0	0	1	120	6244780	6244661	1e-57	  222
AT2G14610_1	Chr2	91.86	86	0	2	10	88	6244855	6244770	7e-25	  113
AT5G13320_50	Chr5	100.00	120	0	0	1	120	4270385	4270504	1e-57	  222
AT2G17740_32	Chr2	100.00	120	0	0	1	120	7705998	7705879	1e-57	  222
AT3G10815_19	Chr3	100.00	120	0	0	1	120	3385345	3385226	1e-57	  222
AT5G13320_53	Chr5	100.00	120	0	0	1	120	4270694	4270813	1e-57	  222
AT4G18960_16	Chr4	100.00	120	0	0	1	120	10380962	10381081	1e-57	  222
AT1G77120_21	Chr1	100.00	120	0	0	1	120	28976664	28976783	1e-57	  222
AT3G57950_43	Chr3	100.00	120	0	0	1	120	21460288	21460407	1e-57	  222
AT5G03840_3	Chr5	100.00	120	0	0	1	120	1028133	1028014	1e-57	  222
AT2G30770_76	Chr2	100.00	120	0	0	1	120	13108748	13108629	1e-57	  222
AT3G52430_23	Chr3	100.00	120	0	0	1	120	19432330	19432449	1e-57	  222
AT4G01250_54	Chr4	100.00	120	0	0	1	120	522131	522012	1e-57	  222
AT4G01250_54	Chr4	90.08	121	9	3	1	120	6934844	6934962	4e-37	  154
AT4G01250_54	Chr3	92.50	120	8	1	1	119	11972637	11972756	4e-42	  171
AT4G01250_54	Chr5	91.74	121	9	1	1	120	10660928	10661048	5e-41	  167
AT4G01250_54	Chr1	91.67	120	9	1	1	119	6575013	6575132	2e-40	  165
AT4G01250_54	Chr1	90.08	121	8	3	1	120	23152850	23152733	4e-37	  154
AT3G26830_9	Chr3	100.00	120	0	0	1	120	9885892	9886011	1e-57	  222
AT1G74710_39	Chr1	100.00	120	0	0	1	120	28071132	28071251	1e-57	  222
AT3G52430_50	Chr3	100.00	120	0	0	1	120	19435111	19435230	1e-57	  222
AT4G05320_20	Chr4	100.00	120	0	0	1	120	2717970	2718089	1e-57	  222
AT4G05320_20	Chr4	95.24	84	3	1	13	95	2589578	2589495	2e-30	  132
AT2G24850_13	Chr2	100.00	120	0	0	1	120	10585538	10585419	1e-57	  222
AT1G68200_11	Chr1	100.00	120	0	0	1	120	25562243	25562362	1e-57	  222
AT1G01680_14	Chr1	100.00	120	0	0	1	120	247801	247682	1e-57	  222
AT1G19250_56	Chr1	100.00	120	0	0	1	120	6651594	6651475	1e-57	  222
AT1G74710_54	Chr1	100.00	120	0	0	1	120	28072677	28072796	1e-57	  222
AT1G74710_54	Chr1	92.66	109	8	0	12	120	13077077	13077185	3e-38	  158
AT1G43910_13	Chr1	100.00	120	0	0	1	120	16658753	16658634	1e-57	  222
AT1G19250_17	Chr1	100.00	120	0	0	1	120	6655611	6655492	1e-57	  222
AT4G01250_20	Chr4	100.00	120	0	0	1	120	525633	525514	1e-57	  222
AT1G35210_13	Chr1	100.00	120	0	0	1	120	12900648	12900529	1e-57	  222
AT1G07920_28	Chr1	100.00	120	0	0	1	120	2457168	2457287	1e-57	  222
AT2G45760_53	Chr2	100.00	120	0	0	1	120	18845859	18845740	1e-57	  222
AT3G45140_67	Chr3	100.00	120	0	0	1	120	16527785	16527904	1e-57	  222
AT4G12720_23	Chr4	100.00	120	0	0	1	120	7489068	7489187	1e-57	  222
AT1G74710_59	Chr1	100.00	120	0	0	1	120	28073192	28073311	1e-57	  222
AT1G74710_27	Chr1	100.00	120	0	0	1	120	28069896	28070015	1e-57	  222
AT5G39670_6	Chr5	100.00	120	0	0	1	120	15881539	15881658	1e-57	  222
AT5G09810_60	Chr5	100.00	120	0	0	1	120	3053595	3053714	1e-57	  222
AT4G39030_41	Chr4	100.00	120	0	0	1	120	18188461	18188580	1e-57	  222
AT4G01250_51	Chr4	100.00	120	0	0	1	120	522440	522321	1e-57	  222
AT4G18960_42	Chr4	100.00	120	0	0	1	120	10383640	10383759	1e-57	  222
